h1,c1,h2,c2,h3,c3,h4,c4,h5,c5,label
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,0
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,1
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,,,,,,,,,2
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,0
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,1
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,,,,,,,2
P,P,PP,PP,PPP,PPP,,,,,1
P,S,PP,PS,PPP,PPS,PPPP,PPPS,,,0
P,P,PP,PP,PPP,SPP,PPPP,PSPP,PPPPP,PPSPP,0
P,P,PP,PP,PPP,SPP,PPPP,PSPP,PPPPP,PPSPP,1
P,S,PP,PS,PPP,SPS,PPPP,PSPS,PPPPP,PPSPS,1
P,R,PP,PR,PPP,PPR,PPPP,RPPR,PPPPP,PRPPR,1
P,S,PP,RS,PPP,RRS,PPPP,RRRS,PPPPP,PRRRS,1
P,P,PP,SP,PPP,RSP,PPPP,RRSP,PPPPP,PRRSP,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,S,PP,SS,PPP,RSS,PPPP,RRSS,PPPPP,PRRSS,1
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,0
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,0
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,0
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,1
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,1
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,1
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,P,PP,SP,PPP,PSP,PPPP,PPSP,,,2
P,S,PP,SS,PPP,PSS,PPPP,SPSS,PPPPP,PSPSS,1
P,P,PP,PP,PPP,RPP,PPPP,SRPP,PPPPP,PSRPP,1
P,P,PP,RP,PPP,RRP,PPPP,SRRP,PPPPP,PSRRP,1
P,P,PP,PP,PPP,SPP,PPPP,SSPP,PPPPP,PSSPP,1
P,S,PP,PS,PPP,SPS,PPPP,SSPS,PPPPP,PSSPS,1
P,S,PP,PS,PPP,SPS,PPPP,SSPS,PPPPP,PSSPS,1
P,R,PP,RR,PPP,SRR,PPPP,SSRR,PPPPP,PSSRR,0
P,S,PP,RS,PPP,SRS,PPPP,SSRS,PPPPP,PSSRS,1
P,S,PP,RS,PPP,SRS,PPPP,SSRS,PPPPP,PSSRS,1
P,S,PP,RS,PPP,SRS,PPPP,SSRS,PPPPP,PSSRS,1
P,P,PP,SP,PPP,SSP,PPPP,SSSP,PPPPP,PSSSP,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,0
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,0
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,0
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
P,S,PP,SS,PPP,SSS,PPPP,SSSS,PPPPP,PSSSS,1
