h1,c1,h2,c2,h3,c3,h4,c4,h5,c5,label
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,0
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,1
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,S,PS,SS,PPS,SSS,,,,,2
S,P,SS,RP,PSS,SRP,PPSS,SSRP,,,2
